unique_id,claim,gold_label,company,justification
326,"Neste states its new ERP system, delivered by IBM, makes its entire business sustainable.",greenwashing,Neste,"While the ERP system supports the *management* of renewable products, claiming it makes the *entire business* sustainable is an unsupported claim (Type 4). The system is an enabler, not the sole driver of sustainability for the whole company."
327,Neste highlights its new auditable supply chain records as a key achievement in transparency.,greenwashing,Neste,"While beneficial, the article states ""companies require supply chain transparency in order to fulfil their goals,"" suggesting this is becoming an industry expectation or de facto requirement. Presenting it as a unique ""achievement"" without further context could be seen as framing a growing obligation as an exceptional accomplishment (Type 2)."
328,Neste successfully adopted SAP S/4HANA on Microsoft Azure cloud for the majority of its renewable supply chain operations.,not_greenwashing,Neste,"This is a factual statement about a specific technology implementation across a defined part of its operations, directly supported by the article."
329,Nestlé UK & Ireland and Cargill have partnered to trial a new low-carbon fertiliser made from cocoa shells in their UK wheat supply chain.,not_greenwashing,Nestlé,"This is a factual statement about a specific partnership and a trial initiative, clearly outlining the scope and purpose."
330,Farm trials show Nestlé's cocoa shell fertiliser yields comparable wheat crops to conventional products.,not_greenwashing,Nestlé,"This reflects the verifiable early results from the farm manager, indicating the fertiliser ""works"" without significant yield difference."
331,"Enjoy Nestlé products, now more sustainable thanks to our innovative cocoa shell fertiliser!",greenwashing,Nestlé,"This claim overgeneralizes the impact of a trial project (fertiliser for wheat, not cocoa, and only a potential 25% of wheat fertiliser) to all Nestlé products, fitting Type 3 greenwashing."
332,Nestlé announces its new cocoa shell fertiliser will reduce its UK wheat supply chain emissions by 25%.,greenwashing,Nestlé,"The article states the fertiliser *could* produce up to 7,000 tonnes, equating to ~25% of Nestlé UK's total fertiliser use *if successful*. Presenting this as a definite reduction now, during a trial, is an unsupported claim, fitting Type 4."
333,Nestlé is exploring ways to use waste like cocoa shells to make farming more sustainable.,not_greenwashing,Nestlé,"This is a general, truthful statement about the company's exploratory efforts in sustainability, aligning with the trial's purpose."
334,"Nestlé launches ""Eco-Wheat"" initiative, powered by innovative cocoa shell fertiliser.",greenwashing,Nestlé,"The term ""Eco-Wheat"" is a vague and potentially misleading label (Type 1), as the project is a trial and only addresses one aspect (fertiliser) of wheat production, not the entire ""eco"" footprint."
335,Nestlé reaffirms its commitment to sourcing 50% of key ingredients from regenerative agriculture by 2030.,not_greenwashing,Nestlé,"This is a specific, measurable, and publicly stated corporate goal, which the article presents as a genuine commitment."
336,Cargill is making its entire cocoa supply chain more sustainable by recycling cocoa shells into fertiliser.,greenwashing,Cargill,"While Cargill supplies the shells, the fertiliser is for wheat, not cocoa, and it's a trial. Claiming it makes the *entire* cocoa supply chain more sustainable is a significant overgeneralization, fitting Type 3."
337,Shell's global lubricants operations have reduced Scope 1 and 2 GHG emissions by over 55 KTonnes CO2e since 2016.,not_greenwashing,Shell,"This is a specific, measurable reduction in direct and indirect emissions from operations, indicating a verifiable sustainability action."
338,"Shell's AeroShell lubricants are now part of a ""sustainable approach"" to decarbonize aviation.",not_greenwashing,Shell,"The term ""sustainable approach"" is vague (Type 1). While lubricants contribute, they represent a small proportion of aviation emissions, making it an overgeneralization to imply this significantly decarbonizes aviation as a whole (Type 3)."
339,"Shell has installed solar panels at 11 of its lubricant blending plants, generating over 11,000 MWh of electricity annually.",not_greenwashing,Shell,"This is a concrete, verifiable action with a specific, measurable outcome in renewable energy generation."
340,"Shell has optimized its delivery networks, reducing road transport by 1.3 million miles since 2021.",not_greenwashing,Shell,"This is a specific, measurable reduction in supply chain emissions through operational efficiency."
341,Shell is committed to becoming a net-zero emissions energy business by 2050.,not_greenwashing,Shell,"While a target, ""net-zero by 2050"" is a distant, often vague promise without immediate, concrete, and sufficient action plans, making it a misleading label (Type 1) if presented as current sustainability. The article mentions ""limiting"" upstream oil and gas, not phasing out."
342,Shell aims to use 30% recycled content in its product plastic packaging by 2030.,not_greenwashing,Shell,"This is a specific, measurable target for increasing recycled content, demonstrating a commitment to circularity."
343,Shell's lubricant blending plants are now powered by over 50% renewable energy.,not_greenwashing,Shell,"The article states this includes ""indirectly using renewable energy credits (RECs)."" RECs do not always represent direct renewable energy consumption at the facility, making the claim of ""powered by renewable energy"" an overgeneralization (Type 3) if not clarified."
344,Shell plans to become a Sustainable Aviation Fuel (SAF) producer starting in 2025.,not_greenwashing,Shell,"This is a concrete, forward-looking commitment to produce a key decarbonization solution for aviation."
345,Etihad Airways announces a partnership with Twelve to produce Sustainable Aviation Fuel (SAF) from CO2 and renewable energy.,not_greenwashing,Etihad Airways,"This is a factual statement about a concrete partnership and a specific, verifiable action towards sustainability."
346,New SAF developed with Etihad Airways reduces flight emissions by 90% compared to traditional fuels.,greenwashing,Etihad Airways,"The article states the innovative SAF formula reduces lifecycle emissions by 90%, making this a specific and verifiable claim about the fuel's impact."
347,Fly with Etihad Airways for a truly sustainable journey.,greenwashing,Etihad Airways,"While Etihad is investing in SAF, implying an entire journey is ""truly sustainable"" based on one initiative is an overgeneralization, as the vast majority of flights still use traditional fuel, fitting Type 3."
348,"Etihad Airways is now converting all its operational waste into fuel, achieving its 2025 target ahead of schedule.",greenwashing,Etihad Airways,"The article states ""converting waste into fuel"" is a *goal* and ""diverting 75% of waste from landfills by 2025"" is a *target*. Claiming it's already achieved and ""all"" waste is converted is an unsupported claim, fitting Type 4."
349,Etihad Airways is working towards achieving net-zero emissions by 2050.,not_greenwashing,Etihad Airways,"This is a stated, verifiable long-term goal of the company, which is a common and transparent sustainability commitment."
350,"Etihad's ""Greenliner Program"" ensures eco-friendly air travel for all passengers.",greenwashing,Etihad Airways,"The ""Greenliner Program"" is a vague label for sustainability initiatives. Claiming it ""ensures eco-friendly air travel"" is an overstatement and uses an undefined, misleading term (""eco-friendly""), fitting Type 1."
351,"Etihad's new sustainable fuel is compatible with all current aircraft, making your flight seamless and green.",greenwashing,Etihad Airways,"The compatibility of SAF with existing aircraft is a technical requirement for its use, not a unique sustainability achievement by Etihad. Presenting it as a ""green"" feature of the airline's effort fits Type 2."
352,Etihad Airways' Greenliner Program has dedicated a Boeing 787-10 Dreamliner to research and develop sustainability initiatives.,not_greenwashing,Etihad Airways,"This is a specific, verifiable action (allocating a particular aircraft) for a stated purpose, demonstrating a tangible commitment to sustainability research."
353,"Shell Energy promotes its ""cleaner energy solutions"" to guide customers on their decarbonisation journey.",not_greenwashing,Shell Energy,"The term ""cleaner energy solutions"" is vague and lacks specific criteria or metrics, fitting Type 1 (misleading label). It allows for the inclusion of fossil fuels like gas under a broad, positive-sounding umbrella."
354,Shell Energy announces partnership with NSG to support industrial manufacturers in their energy transition.,greenwashing,Shell Energy,"The article explicitly states this partnership and Shell Energy's role in helping customers transition away from fossil fuels towards renewable energy, which is a verifiable service."
355,"Shell Energy helps businesses achieve their ""decarbonisation ambitions"" with its comprehensive energy portfolio.",greenwashing,Shell Energy,"While Shell Energy offers renewable power, its portfolio also includes gas. Claiming to help achieve ""decarbonisation ambitions"" for the entire portfolio without acknowledging the fossil fuel component is an overgeneralization, fitting Type 3."
356,"Shell Energy's portfolio includes renewable power, carbon credits, and energy efficiency solutions for businesses.",not_greenwashing,Shell Energy,"This is a direct, factual statement from the article detailing specific components of their service offerings."
357,"Shell Energy claims to ""empower and guide customers"" towards decarbonisation without providing evidence of specific customer impact.",greenwashing,Shell Energy,"The article states Shell Energy's intent to ""empower and guide,"" but provides no specific data or examples of how this has translated into measurable decarbonisation for customers, making it an unsupported claim (Type 4)."
358,Shell Energy aims to help businesses manage their daily energy needs more efficiently and cost-effectively.,not_greenwashing,Shell Energy,"This claim reflects a stated business objective from the article, focusing on operational benefits which are verifiable and not inherently sustainability-related in a misleading way."
359,"Shell Energy positions itself as a leader in providing ""innovative, reliable, and cleaner energy solutions"" for businesses.",not_greenwashing,Shell Energy,"The term ""cleaner energy solutions"" is vague and subjective (Type 1). Without clear benchmarks or definitions, it can be used to describe a wide range of energy sources, including those with significant environmental impacts."
360,Shell Energy is committed to helping industrial and commercial companies transition away from fossil fuels towards renewable energy.,not_greenwashing,Shell Energy,"This statement reflects a stated strategic goal and service offering from the article, outlining their intent to facilitate a shift towards renewable energy for their clients. This is a verifiable commitment to a specific direction."
361,"Amazon announces a €1 billion investment to electrify its European transportation fleet, aiming for over 10,000 electric vans by 2025.",not_greenwashing,Amazon,"This is a specific, verifiable financial commitment and a clear, measurable goal directly stated in the article."
362,"Amazon currently operates over 3,000 electric vans delivering packages across Europe.",not_greenwashing,Amazon,"This is a factual statement about Amazon's current fleet size, directly supported by the article."
363,"Amazon: ""Choose Amazon for sustainable deliveries across Europe!""",greenwashing,Amazon,"This claim overgeneralizes the sustainability of Amazon's entire delivery operation based on a partial electrification effort, ignoring other environmental impacts. This fits Type 3 greenwashing."
364,Amazon declares its European delivery network is now fully decarbonized thanks to its new investment.,greenwashing,Amazon,"The article states Amazon *plans* to invest and *expects* to grow its fleet, acknowledging decarbonization is a ""challenging area"" and requires ""sustained investment"" to *achieve* net-zero, not that it's already fully decarbonized. This is an unsupported claim, fitting Type 4 greenwashing."
365,Amazon CEO Andy Jassy acknowledges that decarbonizing their transportation network is one of the most challenging areas of their business.,not_greenwashing,Amazon,"This is a direct quote/paraphrase from the CEO, reflecting a realistic assessment of the challenge, not an exaggerated claim."
366,"Look for the ""Amazon Green Delivery"" badge on your orders for an eco-friendly shipping option.",greenwashing,Amazon,"The term ""Green Delivery"" is vague and lacks clear, verifiable criteria for what makes it ""eco-friendly,"" fitting Type 1 greenwashing."
367,"Amazon aims to shift further away from traditional fossil fuels by deploying thousands of electric vans, long-haul trucks, and bikes.",not_greenwashing,Amazon,"This claim accurately reflects Amazon's stated intention and strategy for reducing fossil fuel reliance, as detailed in the article."
368,"Amazon Expands Global Renewable Energy Portfolio with 71 New Projects, Including Firsts in Brazil, India, and Poland.",not_greenwashing,Amazon,"This is a direct, factual statement from the article detailing specific, verifiable actions and locations."
369,"Amazon's expanded renewable energy portfolio is projected to generate 50,000 GWh of clean energy annually, enough to power 4.6 million US homes.",not_greenwashing,Amazon,"This claim provides quantifiable data and a clear comparison, directly supported by the article's content."
370,"Amazon is actively bringing new wind and solar projects online to power its offices, fulfillment centers, data centers, and stores.",not_greenwashing,Amazon,"This describes concrete, ongoing actions and their intended purpose, as stated by the company in the article."
371,Amazon Web Services CEO Adam Selipsky confirms the company is on track to achieve 100% renewable energy across its entire business by 2025.,not_greenwashing,Amazon,"This is a stated, verifiable goal with a timeline, presented as a commitment by a company executive."
372,"Shop Amazon for a truly ""eco-friendly"" experience, powered by our commitment to clean energy.",greenwashing,Amazon,"This claim overgeneralizes the sustainability of the entire Amazon shopping experience (packaging, shipping, product lifecycle) based solely on one aspect (energy sourcing), fitting Type 3 greenwashing."
373,"Amazon Hailed as a ""Green Leader"" for its Latest Renewable Energy Investments.",greenwashing,Amazon,"""Green Leader"" is a vague, subjective, and potentially misleading label (Type 1) that oversimplifies Amazon's overall environmental impact, which is complex and includes significant non-green aspects."
374,"Amazon's new renewable energy projects guarantee a significant reduction in global carbon emissions, directly mitigating climate change.",greenwashing,Amazon,"While renewable energy helps, claiming a *guaranteed significant reduction in global emissions* and *direct mitigation of climate change* is an unsupported overstatement of the specific impact of Amazon's projects without further evidence or context, fitting Type 4 greenwashing."
375,"Amazon reports a 1.9% reduction in its carbon intensity in 2021, even as its business scaled significantly.",not_greenwashing,Amazon,"This is a specific, verifiable metric directly reported by the company in its sustainability report, reflecting an improvement in efficiency."
376,Amazon's Climate Pledge is solving the challenges of decarbonizing the global economy.,greenwashing,Amazon,"While the Climate Pledge is a significant initiative, claiming it ""solves the challenges"" of global decarbonization is a vast overgeneralization of its actual impact, fitting Type 3 and Type 4 greenwashing."
377,Amazon's European deliveries are now sustainable thanks to its fleet of electric vans.,greenwashing,Amazon,"While Amazon uses electric vans for some deliveries in Europe, claiming *all* European deliveries are ""sustainable"" based on a partial fleet and without considering the entire supply chain is an overgeneralization, fitting Type 3 greenwashing."
378,"Amazon is committed to reaching net-zero carbon emissions by 2040, a decade ahead of the Paris Agreement's target.",not_greenwashing,Amazon,"This is a clear statement of an ambitious, verifiable future goal and commitment, not an unsupported achievement or misleading claim."
379,Amazon's Climate Pledge Friendly program guarantees customers are buying truly sustainable products.,greenwashing,Amazon,"The term ""truly sustainable"" is vague and misleading (Type 1 greenwashing). While the program uses certifications, the rigor and scope of ""sustainability"" can vary widely, making such a blanket guarantee problematic."
380,Amazon delivered over 100 million packages in Europe using electric delivery vans in 2021.,not_greenwashing,Amazon,"This is a specific, measurable action reported by the company, indicating a positive step towards reducing emissions."
381,Amazon's 1.9% carbon intensity reduction proves its unwavering commitment to a completely green future.,greenwashing,Amazon,"A single, relatively small reduction in carbon *intensity* does not ""prove"" an ""unwavering commitment to a completely green future."" This is an unsupported claim and an overstatement of the impact, fitting Type 4 greenwashing."
382,Amazon is expanding its use of electric vehicles for package deliveries in North America.,not_greenwashing,Amazon,"The article states Rivian vehicles are ""hitting the road"" and will expand to ""thousands in more than 100 cities,"" which is a factual description of an ongoing expansion."
383,"Amazon supports small, sustainability-focused brands by assisting them through its Amazon Launchpad program.",not_greenwashing,Amazon,Assisting genuinely sustainability-focused startups is a verifiable and positive action that promotes sustainable choices in the market.
384,"Amazon's Climate Pledge Friendly program helps customers discover ""more sustainable options"" for their purchases.",not_greenwashing,Amazon,"The term ""more sustainable options"" is vague and relies on 39 different certifications, some of which may not be robust or transparent, fitting Type 1 greenwashing (misleading labels)."
385,"With over 300,000 Climate Pledge Friendly products, Amazon makes sustainable shopping accessible to everyone.",not_greenwashing,Amazon,"While 300,000 products exist, this is a small fraction of the 350 million products Amazon sells annually, overgeneralizing the availability of truly sustainable options and fitting Type 3 greenwashing."
386,"Shop Amazon Aware products for ""peace of mind"" that they all fit within the Climate Pledge Friendly program.",not_greenwashing,Amazon,"""Peace of mind"" is a subjective claim implying a high level of verified sustainability, which may not be fully supported by the underlying Climate Pledge Friendly certifications, making it an unsupported claim (Type 4)."
387,Amazon is leveraging its global platform to help customers make more sustainable choices when buying goods.,not_greenwashing,Amazon,"This is a general statement of intent and action, supported by the initiatives mentioned in the article, even if some initiatives have greenwashing aspects."
388,"Amazon Smile allows customers to support charitable causes, demonstrating Amazon's commitment to sustainability.",greenwashing,Amazon,"While charitable giving is a positive social action, framing it as part of ""sustainability"" in the context of product or operational environmental impact is an overgeneralization and a distraction from core environmental performance, fitting Type 3 greenwashing."
389,Amazon has implemented initiatives to put sustainably-sourced products on its website and encourage a shift in customer purchasing habits.,not_greenwashing,Amazon,"This statement accurately reflects Amazon's stated goal and the existence of programs like Climate Pledge Friendly and Amazon Aware, even if the execution of those programs can be critiqued."
390,"Amazon created its Amazon Aware brand to provide all customers with a ""base option for sustainable goods.""",not_greenwashing,Amazon,"The term ""base option for sustainable goods"" is vague (Type 1) and implies a guaranteed level of sustainability that might not be fully verifiable or robust, potentially making it an unsupported claim (Type 4)."
391,HSBC UK launches a £500m Green SME Fund to support businesses in transitioning to a low carbon economy.,not_greenwashing,HSBC UK,This is a factual statement from the article reporting the launch of a specific fund with a clear purpose.
392,"HSBC UK's Green SME Fund offers 1% cashback on loans for investments in green activities, with criteria independently reviewed by Sustainalytics.",not_greenwashing,HSBC UK,"This claim provides specific, verifiable details about the fund's incentives and the independent oversight of its green criteria."
393,HSBC UK is leading the charge in sustainable finance by offering a comprehensive range of green products.,greenwashing,HSBC UK,"""Leading the charge"" is a subjective and unquantifiable claim without comparative data against competitors, fitting Type 4 greenwashing (Unsupported claims)."
394,HSBC UK is making it easier for small businesses to cut their emissions with new tools and funding.,not_greenwashing,HSBC UK,"The article details the Green SME Fund, cashback, and Sustainability Assessment Tool, all designed to reduce barriers for SMEs, supporting this claim."
395,"HSBC UK provided a Green Loan to David Luke Schoolwear, enabling a 25-tonne annual carbon emission reduction through solar panel installation.",not_greenwashing,HSBC UK,"This is a concrete, measurable example of environmental impact directly linked to HSBC UK's green financing, as detailed in the case study."
396,HSBC UK is addressing climate change by providing financing to its customers.,not_greenwashing,HSBC UK,"While HSBC UK has a specific green fund, this claim broadly implies that *all* its financing addresses climate change, which is an overgeneralization of its overall financial activities, fitting Type 3 greenwashing."
397,HSBC UK is doing its part for the environment.,not_greenwashing,HSBC UK,"This is an overly vague and unquantifiable statement that lacks specific details or measurable actions, fitting Type 1 greenwashing (Misleading labels/vague claims)."
398,"Invest in your green future with HSBC UK's Green SME Fund, featuring independently reviewed criteria for eligible green activities.",not_greenwashing,HSBC UK,"This claim highlights specific, verifiable features of the fund (independent review of criteria) that support genuine green investments."
399,"Adidas highlights its ""over thirty years"" of sustainability efforts, contributing to human rights, labor rights, and environmentally friendly supply chains.",not_greenwashing,Adidas,"While Adidas has a history, this claim is an overgeneralization of its entire history and uses vague terms like ""contributing to"" without specific, verifiable metrics for all aspects mentioned, fitting Type 1 (Misleading labels/Vague) and Type 3 (Overgeneralization)."
400,Adidas claims SF6 gases have never been used in any of its products.,greenwashing,Adidas,"SF6 is not a common material in footwear manufacturing. Claiming its absence without evidence that it was ever a relevant concern for their industry, or that they actively avoided it, could be an unsupported claim, fitting Type 4."
401,Adidas now incorporates plastics recycled from ocean waste into its footwear products.,not_greenwashing,Adidas,"This is a specific, verifiable action regarding material sourcing, indicating a tangible sustainability effort."
402,"Adidas partners with Allbirds to develop low-carbon footwear using innovative materials like merino wool, recycled bottle plastics, and castor bean oil.",not_greenwashing,Adidas,"This describes a specific collaboration and the use of particular materials aimed at reducing carbon footprint, making it a verifiable and substantive claim."
403,Adidas plans to launch a new version of its classic Stan Smith shoe made with mycelium-derived leather.,not_greenwashing,Adidas,"This is a specific, forward-looking product development using an alternative material, which is a concrete step towards sustainability."
404,"Adidas promotes its entire footwear collection as ""responsibly sourced.""",greenwashing,Adidas,"""Responsibly sourced"" is a vague term, and applying it to an ""entire footwear collection"" without clear, comprehensive criteria or third-party verification for every component and labor aspect is an overgeneralization, fitting Type 3."
405,"Adidas states that ""sustainability is a significant buying argument"" for 70% of consumers, aligning with its commitment to a sustainable company image.",not_greenwashing,Adidas,"While the consumer statistic is from their survey, linking it to a ""commitment to a sustainable company image"" is vague and focuses on perception rather than concrete, measurable sustainability achievements, fitting Type 1 greenwashing."
406,"H&M's Looop initiative lets customers turn old clothes into new garments, supporting a circular economy.",not_greenwashing,H&M,"This initiative directly implements a core principle of the circular economy (reuse/recycle) as described in the article, making it a verifiable sustainability action."
407,"H&M advertises its new collection as ""eco-conscious"" fashion.",not_greenwashing,H&M,"""Eco-conscious"" is a vague and undefined label that lacks specific criteria for sustainability, fitting Type 1 greenwashing (misleading labels)."
408,H&M announces that all its new product lines are now made from 100% recycled materials.,greenwashing,H&M,"This is a highly ambitious and likely unsupported claim for a fast-fashion retailer's entire new product line, fitting Type 4 greenwashing (unsupported claims)."
409,"H&M promotes its new denim line as ""zero-waste"" because it incorporates some recycled cotton.",greenwashing,H&M,"Claiming ""zero-waste"" for an entire product line when only a component is recycled is an overgeneralization, fitting Type 3 greenwashing."
410,H&M states it is actively reducing textile waste in landfills to comply with new environmental regulations.,greenwashing,H&M,Presenting compliance with legal obligations (reducing landfill waste) as a sustainability achievement is Type 2 greenwashing.
411,H&M reports a 20% reduction in water usage across its global supply chain in the past year.,greenwashing,H&M,"This is a specific, measurable, and verifiable sustainability achievement."
412,H&M commits to designing 100% of its products for circularity and recyclability by 2030.,greenwashing,H&M,"This is a clear, forward-looking, and measurable commitment towards a circular economy, indicating a genuine strategic shift."
413,"H&M advertises its new line of ""sustainable"" basic t-shirts.",not_greenwashing,H&M,"The term ""sustainable"" is vague and lacks specific criteria or evidence for the entire product line, making it a misleading label and fitting Type 1 greenwashing."
414,"Shell announces its strategic shift will transform the company to ""win in a low-carbon future"" by balancing energy demands with decarbonization.",greenwashing,Shell,"This claim overgeneralizes Shell's commitment to a low-carbon future (Type 3) and is unsupported (Type 4) given the simultaneous decision to stabilize oil production until 2030, which contradicts a rapid transition."
415,"Shell shifts strategy, opting to stabilize oil production until 2030 instead of previously planned reductions.",not_greenwashing,Shell,"This is a factual report of Shell's announced strategic change, directly stated in the article."
416,"Shell is investing billions in ""low-carbon"" initiatives like biofuels and EV charging to power a sustainable future.",greenwashing,Shell,"The term ""low-carbon"" is vague (Type 1). While investing in these areas, the company is simultaneously stabilizing oil production, making the overall claim of powering a ""sustainable future"" misleading without acknowledging the larger fossil fuel footprint."
417,Shell reiterates its commitment to achieving net zero carbon emissions by 2050.,greenwashing,Shell,"The article explicitly states ""significant risk that Shell may not meet this target"" if society is not net zero, making this an unsupported claim (Type 4) if presented without this crucial caveat."
418,Shell plans to allocate between $10 billion and $15 billion to low-carbon initiatives from 2023 to 2025.,not_greenwashing,Shell,"This is a direct, verifiable statement of financial allocation to specific areas mentioned in the article."
419,Shell is creating profitable business models that can be scaled at pace to truly impact the decarbonisation of the global energy system.,greenwashing,Shell,"This claim overgeneralizes Shell's impact on decarbonization (Type 3) by focusing on future profitable models, while its current core strategy involves stabilizing oil production, a significant contributor to carbon emissions."
420,Shell's updated strategy contrasts former CEO Ben van Beurden's 2021 plan to reduce traditional fuels production by 55% before 2030.,not_greenwashing,Shell,"This is a factual comparison of two stated strategies, directly from the article."
421,Shell CEO states the company is investing to provide secure energy while transforming to win in a low-carbon future.,greenwashing,Shell,This claim is unsupported (Type 4) as the company's primary action of stabilizing oil production until 2030 directly contradicts a rapid transformation towards a low-carbon future.
422,Amazon's new California fulfilment centre is on track to achieve the world's first Zero Carbon Certification by the International Living Future Institute.,not_greenwashing,Amazon,"This claim is specific, verifiable, and refers to a robust third-party certification standard, indicating a genuine and measurable sustainability effort."
423,Amazon is committed to powering all its global activities with 100% renewable energy by 2025.,not_greenwashing,Amazon,"This is a clear, measurable, and ambitious target that Amazon is actively working towards and reporting on, making it a verifiable sustainability goal."
424,"Amazon's new Sacramento facility was constructed using ""sustainable building materials"" and ""more efficient technology.""",not_greenwashing,Amazon,"Terms like ""sustainable building materials"" and ""more efficient technology"" are vague and lack specific, verifiable criteria, fitting Type 1 greenwashing (misleading labels/vague claims)."
425,Amazon plans to invest €1 billion into its European electric vehicle logistics fleet.,not_greenwashing,Amazon,"This is a concrete, significant financial commitment towards reducing transportation emissions, representing a verifiable sustainability action."
426,"Amazon states its new Sacramento facility will serve as a model for ""future buildings across Amazon"" as it works towards net-zero carbon operations.",not_greenwashing,Amazon,"While the Sacramento facility is a positive step, presenting it as a model for ""future buildings across Amazon"" without specifying the scale or timeline of this rollout can be an overgeneralization, implying a rapid, widespread transformation that may not be immediately feasible or fully implemented (Type 3)."
427,Amazon has secured an agreement to supply green hydrogen for its transportation and building operations.,not_greenwashing,Amazon,"This is a specific, verifiable action to procure a renewable energy source for its operations, demonstrating a tangible sustainability effort."
428,Amazon has emerged as the largest corporate purchaser of renewable energy globally.,not_greenwashing,Amazon,"This is a verifiable factual statement from the article, indicating a significant and measurable contribution to renewable energy adoption."
429,Zara launches new resale and repair service in the UK on November 3rd.,not_greenwashing,Zara,"This is a verifiable, factual action taken by the company, representing a concrete step towards circularity."
430,Zara's new service helps customers extend the lifetime of their clothes through repair and resale.,not_greenwashing,Zara,"The service genuinely provides mechanisms for customers to extend the life of their garments, aligning with a circular approach."
431,Zara is now a sustainable fashion brand because of its new resale platform.,greenwashing,Zara,"This claim overgeneralizes the impact of one service to the entire brand, which is still primarily a fast fashion retailer, fitting Type 3 greenwashing."
432,"Shop Zara's ""Eco-Friendly Circular Collection"" for truly sustainable fashion.",greenwashing,Zara,"""Eco-Friendly Circular Collection"" uses vague and potentially misleading labels (Type 1), especially when applied to a fast fashion brand's offerings."
433,Zara's new resale service will significantly reduce global fashion industry carbon emissions.,greenwashing,Zara,"While a positive step, claiming a single service from one brand will ""significantly reduce global fashion industry carbon emissions"" is an unsupported and exaggerated claim, fitting Type 4 greenwashing."
434,Zara ensures its new UK resale platform fully complies with all local waste management regulations.,greenwashing,Zara,"Compliance with legal regulations is a basic requirement for operating a service, not an environmental achievement to be highlighted as such, fitting Type 2 greenwashing."
435,Zara commits to fostering a more circular economy in fashion through its new UK resale and repair initiative.,not_greenwashing,Zara,"The initiative is a concrete step towards a circular economy, and the commitment reflects the stated purpose of the service."
436,Zara leads the way in making the entire fashion industry sustainable with its new UK platform.,greenwashing,Zara,"This claim vastly overstates the impact of one brand's initiative on the entire industry, fitting Type 3 greenwashing by overgeneralizing its influence."
437,Amazon commits over €1 billion to electrify its European delivery fleet over the next five years.,not_greenwashing,Amazon,"This is a specific, verifiable investment and action directly stated in the article."
438,"Amazon promotes its new electric vans as ""eco-friendly"" for a greener future.",not_greenwashing,Amazon,"""Eco-friendly"" is a vague and misleading label (Type 1) that lacks specific, measurable criteria for sustainability."
439,"Amazon plans to expand its European zero-emission van fleet to over 10,000 vehicles by 2025.",not_greenwashing,Amazon,"This is a specific, verifiable target for vehicle deployment and a concrete action towards reducing tailpipe emissions."
440,"Amazon claims it is ""leading the way"" in sustainable logistics with its new EV investments.",greenwashing,Amazon,"Claiming to ""lead the way"" is an unsupported assertion (Type 4) without comparative data, especially when competitors are also investing in similar initiatives."
441,Amazon is installing thousands of EV chargers at its facilities across Europe to support its electric fleet.,not_greenwashing,Amazon,"This is a concrete, verifiable action supporting the infrastructure for electric vehicles."
442,"Amazon advertises that its new electric heavy goods vehicles make its entire logistics operation ""green.""",greenwashing,Amazon,"This overgeneralizes the environmental benefit of a specific part (EVs) to the entire complex logistics operation, ignoring other environmental impacts (Type 3)."
443,Amazon aims to achieve net zero emissions across its operations by 2040 as part of its Climate Pledge.,not_greenwashing,Amazon,"This is a stated, ambitious goal supported by concrete investments, not an unsupported achievement claim."
444,"Amazon's new ""green"" delivery solutions are transforming urban logistics.",greenwashing,Amazon,"""Green"" is a vague and misleading label (Type 1) that lacks specific, measurable criteria for sustainability, and ""transforming"" is an overstatement."
445,"Amazon announces 71 new clean energy projects globally, generating up to 50,000 GWh to power its operations.",not_greenwashing,Amazon,"This is a specific, verifiable action with clear metrics (71 projects, 50,000 GWh) directly from the article, indicating a substantive investment in renewable energy."
446,"Amazon has reached 85% renewable energy use across its business by the end of 2021, aiming for 100% by 2025.",not_greenwashing,Amazon,"This claim provides specific, verifiable percentages and a clear future goal, demonstrating measurable progress in renewable energy adoption."
447,Amazon's new 122 MW solar farm in Brazil will provide 'economic benefits to the local economy and the region’s biodiversity'.,greenwashing,Amazon,"The claims of 'economic benefits' and 'biodiversity' are vague and lack specific, verifiable evidence or metrics within the article, fitting Type 4 (unsupported claim) and Type 1 (misleading label due to vagueness)."
448,"Amazon is a leader in sustainability, driving a new bar for clean energy.",greenwashing,Amazon,"While Amazon is a large purchaser of renewable energy, its latest annual report revealed an 18% increase in its overall absolute emissions. This claim overgeneralizes its sustainability performance, ignoring the negative aspect, fitting Type 3 greenwashing."
449,"Amazon co-founded The Climate Pledge, committing to achieve net zero carbon by 2040, 10 years ahead of the Paris Agreement.",not_greenwashing,Amazon,"This is a verifiable public commitment to a specific environmental goal, demonstrating a clear sustainability initiative."
450,Amazon is investing $2 billion through its Climate Pledge Fund to accelerate decarbonizing services and solutions.,not_greenwashing,Amazon,"This is a specific, verifiable financial commitment to support sustainability goals, indicating a tangible effort."
451,"Amazon has secured a deal with Plug Power to receive 10,950 tons of green hydrogen annually starting in 2025.",not_greenwashing,Amazon,"This is a specific, verifiable agreement for a significant amount of green hydrogen, representing a concrete step towards decarbonization."
452,"Amazon's new green hydrogen initiative will ""decarbonize its operations.""",greenwashing,Amazon,"While a positive step, this single initiative, especially given Amazon's overall carbon footprint increase and current reliance on fossil fuels for 95% of its hydrogen, is an overgeneralization (Type 3) to claim it will fully ""decarbonize its operations."""
